7 0.00134409
8 0.00739247
9 0.0241935
10 0.0719086
11 0.0954301
12 0.167339
13 0.162634
14 0.15793
15 0.13172
16 0.0840054
17 0.0557796
18 0.016129
19 0.015457
20 0.00268817
21 0
22 0.00201613
23 0
24 0.00403226
